label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41
WELCOME,0.603459,0.713283,0.002938,0.573637,0.677551,0.003797,0.552656,0.632945,0.003915,0.52618,0.608676,0.010792,0.48239,0.60785,0.008657,0.580886,0.596773,0.009852,0.576096,0.547213,0.011489,0.58021,0.514332,0.004061,0.572433,0.484488,0.00274,0.616997,0.596024,0.007566,0.608559,0.537055,0.001565,0.614853,0.509152,0.009065,0.606137,0.46226,0.009575,0.629668,0.59639,0.008048,0.636019,0.549197,0.005495,0.642871,0.513943,-0.005683,0.644107,0.482973,0.006988,0.669708,0.62085,0.011513,0.672707,0.57992,0.005738,0.686588,0.547889,0.004257,0.682599,0.522944,0.014303,0.319312,0.711898,0.009857,0.283627,0.672067,0.010349,0.264528,0.63475,0.003305,0.237078,0.623478,0.008282,0.199575,0.606098,0.00323,0.303259,0.593476,0.011476,0.289326,0.551815,-0.000195,0.288078,0.524923,0.007912,0.288349,0.491375,0.006294,0.322752,0.58883,0.006633,0.325904,0.537301,0.009013,0.326523,0.504546,0.003853,0.322787,0.463331,0.015784,0.350692,0.59336,0.006429,0.351787,0.556405,0.005532,0.355017,0.513778,-0.000771,0.3625,0.487105,0.013971,0.386274,0.61982,-0.002096,0.380005,0.582057,0.009093,0.395059,0.552736,0.013449,0.397267,0.52194,0.003807
WELCOME,0.658011,0.72671,0.019006,0.625461,0.690123,0.012722,0.604359,0.654069,0.008744,0.569147,0.633299,0.011672,0.538264,0.61865,0.00783,0.635895,0.617416,-0.004418,0.623787,0.566239,0.01172,0.627308,0.528865,0.011023,0.622429,0.498781,0.014895,0.650818,0.598145,0.011488,0.664721,0.550054,0.004368,0.659709,0.515199,0.007865,0.659753,0.480245,0.006215,0.688469,0.608433,0.014627,0.699866,0.574981,0.004623,0.698128,0.536262,0.012745,0.691312,0.504937,0.008508,0.713724,0.625568,0.017399,0.733838,0.595157,0.011229,0.734656,0.565756,0.020736,0.739263,0.527725,0.003881,0.36826,0.725404,0.006648,0.341965,0.68686,0.012395,0.308934,0.650686,0.009556,0.284532,0.633878,0.011481,0.2477,0.617447,0.010357,0.337775,0.605661,0.00909,0.337075,0.564695,0.010029,0.335147,0.530718,0.01197,0.33133,0.495745,0.009942,0.366741,0.609013,0.01198,0.367528,0.554242,0.014154,0.367785,0.518967,0.009287,0.368463,0.473036,0.013235,0.395996,0.615241,0.011612,0.407943,0.567424,0.006604,0.407963,0.531714,0.009521,0.415211,0.500019,0.011965,0.427723,0.634628,0.006666,0.434954,0.592147,0.011874,0.441575,0.569159,0.003517,0.44943,0.535405,0.007986
WELCOME,0.637324,0.718112,0.004245,0.59376,0.680117,0.00552,0.578965,0.631381,-0.00522,0.544802,0.621966,-4e-05,0.50255,0.604597,-0.004013,0.60933,0.589635,-0.001475,0.605928,0.54282,0.001648,0.597561,0.513375,0.006552,0.600718,0.473308,-0.002621,0.64039,0.58977,0.004216,0.643367,0.537569,-0.001036,0.641545,0.49171,0.00188,0.642783,0.451751,0.006042,0.665949,0.599086,0.005399,0.671444,0.552182,0.002769,0.683802,0.507618,-0.004175,0.689366,0.469286,-0.001228,0.696718,0.620216,0.003138,0.709419,0.573518,-0.001851,0.710168,0.541326,0.001396,0.725302,0.519075,0.007764,0.318302,0.721263,0.002015,0.289305,0.673331,0.006145,0.262834,0.637141,-0.00128,0.234863,0.617718,-0.003415,0.19162,0.600843,-0.000109,0.293528,0.597222,-0.000666,0.286904,0.548419,0.00233,0.285694,0.512666,0.005104,0.284636,0.47198,0.001031,0.322125,0.589582,0.005162,0.331245,0.529249,0.009145,0.318642,0.494289,0.005963,0.332486,0.447718,0.005651,0.353234,0.591223,0.005277,0.362154,0.551934,0.000753,0.364088,0.504979,0.003601,0.373326,0.467121,0.003934,0.393737,0.620539,0.004816,0.397873,0.579838,-0.001117,0.39685,0.543819,0.003201,0.412895,0.519721,0.000245
WELCOME,0.666854,0.725777,0.006407,0.619851,0.687318,0.008558,0.606025,0.641998,0.006081,0.5786,0.623604,0.007678,0.526915,0.612928,0.010724,0.639095,0.588307,0.010643,0.63708,0.551375,0.011818,0.622385,0.514351,0.013065,0.632542,0.474161,0.0073,0.666068,0.582673,0.008328,0.666423,0.537934,0.011906,0.671511,0.497526,0.004027,0.667992,0.444529,0.012104,0.6982,0.601794,0.007547,0.700805,0.547449,0.009221,0.709793,0.504769,0.008074,0.711636,0.474489,0.009274,0.720169,0.613753,0.009205,0.736335,0.573148,0.017124,0.750131,0.548455,0.014705,0.746271,0.515119,0.005967,0.354605,0.716928,0.009255,0.310531,0.689831,0.012841,0.289038,0.638868,0.004725,0.250206,0.617275,0.004914,0.21644,0.605142,0.007279,0.326349,0.603076,0.007493,0.3185,0.552726,0.011158,0.314601,0.516625,0.004285,0.310512,0.4702,0.007643,0.356362,0.600027,0.01268,0.357169,0.534414,0.003364,0.353514,0.496914,0.005801,0.356815,0.453146,0.013011,0.383829,0.597734,0.005373,0.384662,0.546093,0.005833,0.397875,0.51346,0.016793,0.397866,0.473122,0.008783,0.416125,0.619921,0.016553,0.428309,0.57547,0.011617,0.434107,0.543848,0.017949,0.434685,0.511004,0.003048
WELCOME,0.648733,0.698298,0.003846,0.602244,0.655298,0.002429,0.583642,0.617872,-0.008617,0.552167,0.593146,0.004368,0.505373,0.580893,-0.007673,0.618806,0.576001,-0.000524,0.610951,0.530492,-0.002424,0.606759,0.491037,-0.002886,0.603567,0.44818,-0.006157,0.642591,0.562161,-0.002318,0.646652,0.512671,-0.001634,0.642359,0.46949,-0.001824,0.645607,0.424793,-0.001789,0.676383,0.572743,-0.007422,0.682841,0.525952,0.001525,0.689866,0.483735,-0.00549,0.684576,0.449235,-0.006656,0.714288,0.591249,-0.001672,0.717773,0.555447,-0.008527,0.723385,0.516447,-0.002872,0.735544,0.490342,-0.005647,0.337255,0.690471,-0.000468,0.29676,0.654393,0.001079,0.270516,0.619642,-0.010248,0.252832,0.595645,-0.002039,0.209628,0.57932,-0.001727,0.308664,0.576582,0.003576,0.299569,0.52667,0.001734,0.301647,0.478986,0.005407,0.293657,0.450934,-0.005731,0.333657,0.562159,-0.001246,0.340172,0.513704,-0.001182,0.341939,0.472534,-0.002749,0.337021,0.431251,0.001262,0.363766,0.574351,-0.011032,0.373678,0.527727,-0.004346,0.382485,0.487306,0.001807,0.379389,0.452576,-0.005215,0.395314,0.59093,-0.000354,0.414461,0.554187,-0.000432,0.417426,0.527242,-0.003225,0.418983,0.486996,-0.003639
WELCOME,0.656785,0.727633,-0.000693,0.614181,0.68494,-0.00098,0.59656,0.657977,-0.000731,0.565517,0.627164,-0.001683,0.52634,0.617548,-0.00738,0.625909,0.607505,0.000253,0.624297,0.565325,-0.003936,0.616783,0.530987,-0.003176,0.621211,0.498825,0.004316,0.651766,0.60457,-0.005049,0.655048,0.547866,-0.000679,0.652407,0.514232,0.006334,0.649772,0.471849,-0.003758,0.684263,0.61274,0.001474,0.685853,0.56584,0.006547,0.689075,0.523335,-0.003557,0.694109,0.494906,0.001922,0.704562,0.624067,-0.001379,0.722499,0.596548,0.00393,0.720981,0.560717,0.000559,0.734136,0.54017,0.004986,0.365378,0.724647,-0.002583,0.333871,0.691058,-0.000396,0.307633,0.644911,-0.000277,0.275223,0.631054,0.001147,0.242297,0.619531,-0.003897,0.335523,0.609391,-0.009095,0.332345,0.559424,0.001172,0.329867,0.526161,0.000856,0.317858,0.502133,0.000646,0.364076,0.599594,-0.004048,0.360875,0.554743,-0.006408,0.371782,0.512353,0.002929,0.368062,0.47028,-0.002913,0.396207,0.612908,-0.001792,0.397482,0.568401,0.001108,0.405081,0.531935,-0.004801,0.406053,0.499169,-0.001014,0.421295,0.627183,0.001629,0.430513,0.587257,0.00438,0.438007,0.5611,0.006207,0.436938,0.526574,0.004188
WELCOME,0.651358,0.735171,0.004639,0.621621,0.687379,0.003801,0.589343,0.644433,0.003623,0.565093,0.626994,0.003138,0.521565,0.618614,0.008623,0.62329,0.604564,-0.001406,0.617374,0.557167,0.002211,0.614873,0.522214,0.008529,0.605749,0.490286,0.013089,0.647984,0.59536,0.002035,0.655236,0.549403,0.007382,0.65225,0.512624,0.015776,0.647022,0.47503,0.008801,0.692186,0.60855,0.008713,0.689466,0.556531,-0.000369,0.691166,0.525777,0.004113,0.692852,0.485116,0.012344,0.720856,0.62168,0.001402,0.716141,0.592072,0.00635,0.732316,0.559846,0.005781,0.735699,0.52957,0.013021,0.359442,0.729065,0.003598,0.317089,0.689547,0.014582,0.290351,0.651252,0.007152,0.269557,0.631374,0.006125,0.22819,0.616345,0.004308,0.319044,0.602438,0.007391,0.324966,0.558539,0.006313,0.316688,0.527018,0.012935,0.322423,0.489664,0.00715,0.351009,0.607746,0.002511,0.356374,0.548391,0.005799,0.358336,0.511865,0.004422,0.356992,0.474691,0.008175,0.383448,0.613297,0.013014,0.388161,0.561898,0.009028,0.386543,0.524218,0.005375,0.394725,0.490658,0.005805,0.419268,0.627982,0.006099,0.418854,0.590614,0.002174,0.431492,0.55637,7.8e-05,0.439532,0.526893,0.004398
WELCOME,0.652509,0.72253,0.015897,0.605806,0.683206,0.01477,0.601475,0.642624,0.016203,0.566902,0.625709,0.012258,0.522874,0.614877,0.018145,0.629606,0.604947,0.013975,0.621119,0.557047,0.015306,0.622018,0.519045,0.018763,0.618726,0.48315,0.016803,0.659432,0.599557,0.011209,0.659404,0.549186,0.005457,0.663912,0.503547,0.012537,0.657626,0.461433,0.018683,0.683772,0.606471,0.019119,0.694734,0.558068,0.014643,0.690296,0.518805,0.013044,0.695576,0.487355,0.016538,0.718141,0.612031,0.012976,0.721658,0.58317,0.016918,0.73025,0.557048,0.01974,0.739565,0.523227,0.017293,0.358094,0.727657,0.00933,0.315967,0.681912,0.016374,0.300335,0.646789,0.014491,0.264166,0.628569,0.00578,0.228183,0.613875,0.017782,0.327652,0.599625,0.01526,0.325295,0.556654,0.018303,0.329037,0.519734,0.013857,0.318923,0.48314,0.016175,0.359251,0.593045,0.018876,0.360858,0.537329,0.013203,0.356185,0.501983,0.019583,0.366292,0.471128,0.018529,0.394596,0.608673,0.019522,0.384835,0.561625,0.009999,0.396322,0.519281,0.018679,0.396858,0.488477,0.019294,0.415317,0.621112,0.019141,0.427941,0.579686,0.016164,0.430774,0.550204,0.013376,0.441473,0.514173,0.014776
WELCOME,0.678007,0.723245,-0.003075,0.636424,0.688236,-0.003184,0.616306,0.650232,-0.007482,0.595478,0.630991,-0.006032,0.551753,0.622339,-0.004959,0.647564,0.605124,-0.000943,0.641099,0.553645,-0.003435,0.639578,0.521752,-0.009513,0.638197,0.490635,-0.00973,0.683804,0.598525,-0.004239,0.683477,0.555195,-0.005879,0.678974,0.506525,-0.01037,0.681226,0.470127,-0.002261,0.703577,0.608436,-0.004795,0.712904,0.555002,-0.006216,0.710678,0.523593,-0.003479,0.719717,0.485876,-0.010066,0.734634,0.626853,-0.009291,0.737762,0.58392,-0.008257,0.746766,0.555506,-0.007052,0.751911,0.525166,-0.00724,0.382255,0.725442,-0.009525,0.344574,0.687637,-0.006722,0.327199,0.64097,-0.00283,0.293433,0.621271,-0.008482,0.252359,0.619719,-0.006502,0.349263,0.611641,-0.006499,0.352473,0.55819,-0.00231,0.351932,0.522649,-0.006277,0.337296,0.486418,-0.000727,0.377068,0.601514,-0.006915,0.385898,0.546088,-0.002697,0.382466,0.505844,-0.003444,0.382623,0.469028,-0.013503,0.412083,0.610461,0.000847,0.417941,0.565059,-0.002978,0.417836,0.523894,-0.011623,0.422256,0.490535,-0.011152,0.444816,0.635413,0.000639,0.454143,0.589505,-0.004458,0.450281,0.548499,-0.003689,0.453386,0.522691,-0.006508
WELCOME,0.688979,0.726725,0.001262,0.641131,0.685258,0.011781,0.627373,0.643984,0.013299,0.593297,0.628754,0.014108,0.550343,0.612556,0.01368,0.658412,0.604343,0.008776,0.654936,0.554646,0.008916,0.65223,0.516931,0.015084,0.65177,0.482296,0.018709,0.685608,0.597796,0.00811,0.685934,0.543835,0.014028,0.69135,0.494004,0.00852,0.687615,0.462729,0.010441,0.717276,0.604286,0.008115,0.727824,0.554222,0.016785,0.724788,0.51362,0.014548,0.728559,0.478177,0.010795,0.751417,0.620714,0.01306,0.76028,0.578446,0.015404,0.766888,0.551565,0.008488,0.772775,0.521956,0.013073,0.380253,0.724006,0.008977,0.350469,0.687153,0.007301,0.316674,0.650906,0.020221,0.284924,0.623079,0.012152,0.242592,0.618914,0.012577,0.356011,0.598437,0.011512,0.3478,0.557965,0.016291,0.344358,0.515902,0.011032,0.333263,0.483938,0.012317,0.376449,0.589899,0.011066,0.383042,0.538932,0.010653,0.382404,0.505142,0.006777,0.382314,0.458086,0.020843,0.408689,0.597294,0.019086,0.407701,0.557825,0.016259,0.421301,0.518589,0.013404,0.421057,0.484785,0.018089,0.437428,0.626832,0.00401,0.445952,0.577637,0.015083,0.454992,0.548808,0.010227,0.460542,0.522568,0.013723
WELCOME,0.640655,0.688769,-0.002436,0.595515,0.648349,-0.002274,0.579115,0.616801,-0.008245,0.547076,0.591449,-0.000763,0.500826,0.584115,-0.006962,0.612484,0.560707,0.001306,0.613772,0.522598,-0.002799,0.595739,0.482535,-0.007295,0.600483,0.455703,-0.00382,0.642184,0.550266,-0.008907,0.63782,0.49864,-0.007582,0.639313,0.458045,0.001598,0.640066,0.421509,-0.003265,0.669151,0.569369,0.00159,0.682651,0.513484,-0.006933,0.684209,0.481502,0.004704,0.675626,0.439677,-0.004941,0.709363,0.585465,-0.006231,0.715977,0.546325,-0.002779,0.718888,0.519855,-0.00246,0.727449,0.483915,-0.001361,0.326653,0.691154,0.002258,0.282458,0.649833,0.001818,0.270968,0.607017,-0.007482,0.230163,0.586663,-0.004516,0.183884,0.577034,-0.003305,0.287301,0.57981,-0.002741,0.286511,0.520478,-0.004913,0.277184,0.479713,-0.004814,0.285342,0.445603,0.003135,0.326463,0.559558,-0.010426,0.3316,0.506298,0.000422,0.318621,0.462816,-0.001019,0.318315,0.421479,-0.003641,0.364571,0.566051,-0.003545,0.360612,0.514299,-0.003044,0.368373,0.482412,0.0002,0.369607,0.452242,-0.001413,0.389257,0.58951,0.000301,0.401404,0.550859,0.002,0.405154,0.518184,-0.001043,0.415013,0.485261,-0.005255
WELCOME,0.663826,0.706241,0.005555,0.623963,0.673974,0.009383,0.606678,0.628026,-0.002659,0.569287,0.609599,0.007621,0.527169,0.598608,0.002644,0.627305,0.585761,-0.0007,0.620345,0.535379,0.009594,0.623449,0.502752,0.004776,0.626601,0.461632,0.001473,0.664031,0.575061,0.003831,0.66293,0.525231,0.001386,0.659572,0.491812,0.001363,0.659578,0.452455,0.00407,0.682639,0.586243,-0.001891,0.692884,0.544989,0.006103,0.699397,0.504808,0.006159,0.700172,0.468115,0.002879,0.718813,0.602764,0.001503,0.720503,0.569183,-0.00051,0.738103,0.542448,-0.002099,0.738189,0.51285,0.000542,0.355239,0.713505,-0.00102,0.327668,0.668672,-0.000634,0.297817,0.631435,0.003203,0.269179,0.604313,-0.004786,0.227284,0.601028,0.011043,0.330904,0.585755,0.002252,0.324605,0.541681,0.000141,0.321727,0.507327,0.0032,0.323491,0.46769,0.00769,0.36281,0.575532,7.9e-05,0.353931,0.52607,0.004907,0.366528,0.489401,0.004395,0.361914,0.456999,0.006205,0.391884,0.597807,-0.008417,0.394901,0.547665,-0.001929,0.397575,0.505236,0.008861,0.397018,0.472771,-0.002384,0.421855,0.611688,0.005262,0.434666,0.564134,0.002062,0.434678,0.539719,-0.004543,0.440235,0.507918,0.004756
WELCOME,0.655748,0.709519,-0.007956,0.619552,0.674206,-0.001334,0.59845,0.625564,-0.001824,0.574108,0.604581,-0.005823,0.529501,0.597499,-0.006666,0.634518,0.594971,-0.002157,0.626735,0.543432,-0.011681,0.627153,0.515298,-0.007236,0.619328,0.482965,-0.005485,0.662225,0.586228,-0.011067,0.659436,0.527953,-0.004222,0.661501,0.49769,-0.005143,0.652439,0.453413,-0.00433,0.689099,0.592568,-0.007924,0.69514,0.54572,-0.012873,0.693521,0.505723,-0.005837,0.706137,0.473577,-0.008896,0.715665,0.610423,-0.013379,0.71797,0.569569,-0.001841,0.727551,0.543086,-0.006655,0.730108,0.507168,-0.013691,0.371659,0.699684,-0.005666,0.335363,0.663916,-0.012372,0.314122,0.630321,-0.008222,0.28409,0.617009,-0.008008,0.246212,0.604005,-0.009288,0.343257,0.588238,-0.005429,0.338133,0.549556,-0.01255,0.344261,0.515228,-0.007083,0.333615,0.480647,-0.010994,0.374435,0.574475,-0.006057,0.368638,0.535082,-0.001951,0.376794,0.493976,-0.001298,0.37028,0.455163,-0.011597,0.402771,0.589714,-0.005822,0.404485,0.542527,-0.005964,0.410333,0.511916,-0.003145,0.406985,0.474732,-0.003531,0.434945,0.613259,-0.00676,0.44138,0.569442,-0.010557,0.444219,0.539686,-0.007161,0.451675,0.515566,-0.010812
WELCOME,0.624165,0.713569,0.003739,0.573784,0.686449,0.003639,0.560748,0.634053,0.002673,0.524851,0.621974,0.003907,0.488524,0.606389,-0.007137,0.589889,0.597936,0.000394,0.590231,0.551193,-0.001328,0.578347,0.511878,0.006949,0.578287,0.474603,-0.003727,0.621149,0.585642,0.00841,0.612064,0.539071,0.007513,0.62861,0.494675,0.008637,0.617063,0.458291,-0.002424,0.644815,0.596544,0.001582,0.647746,0.551277,-0.00079,0.65529,0.506503,0.002273,0.657414,0.479477,-0.000475,0.67552,0.621515,1e-05,0.686818,0.576231,0.000277,0.688353,0.547209,0.001899,0.698274,0.517599,0.000136,0.313636,0.71868,0.004656,0.275798,0.680959,0.003522,0.257504,0.639065,0.005813,0.226944,0.622186,0.003578,0.182031,0.610856,0.002921,0.285665,0.603705,0.001316,0.280364,0.548001,-0.00663,0.271085,0.511886,0.009715,0.284873,0.468104,0.00647,0.311568,0.585566,0.004738,0.31799,0.522519,0.005794,0.310952,0.491738,-0.005809,0.314626,0.449448,0.000394,0.348103,0.600912,0.006449,0.358638,0.547202,0.003612,0.350842,0.502358,0.005849,0.359368,0.47395,-0.002954,0.375804,0.617354,-0.001678,0.384682,0.576273,-0.002202,0.3923,0.554378,0.007243,0.400142,0.518639,-0.009285
WELCOME,0.643195,0.717317,0.001668,0.604757,0.683928,-0.004408,0.584463,0.648662,0.007409,0.557983,0.626303,-0.000126,0.517836,0.615694,0.002706,0.613589,0.605688,0.001781,0.601165,0.558515,0.007287,0.606813,0.528512,0.002779,0.606492,0.494207,-0.004283,0.649128,0.597094,0.007568,0.638006,0.539687,0.000478,0.638457,0.515902,-0.001384,0.645496,0.468548,0.001408,0.667537,0.61155,0.000608,0.675218,0.559335,0.010686,0.673845,0.529593,-0.000757,0.680977,0.493901,0.010424,0.697,0.619092,0.006409,0.711465,0.586819,-0.002707,0.71347,0.552898,-0.003841,0.718534,0.529822,0.000756,0.351598,0.724069,0.006758,0.313874,0.687964,0.005451,0.292445,0.635012,0.003369,0.26384,0.626257,0.00567,0.228552,0.610962,0.003802,0.324275,0.602869,0.003967,0.320973,0.553448,0.005138,0.323529,0.520555,0.000195,0.318562,0.496197,0.002608,0.36056,0.59488,0.000485,0.351303,0.550652,0.00213,0.354811,0.509413,-0.004489,0.354273,0.47251,-0.002318,0.391443,0.605945,-0.001073,0.380949,0.556467,0.007166,0.387265,0.525998,0.001465,0.396603,0.490451,0.007547,0.410336,0.619824,0.011577,0.417259,0.580389,-0.001276,0.425944,0.553776,0.006247,0.427481,0.527051,0.000856
SORRY,0.576596,0.744107,-0.003044,0.550163,0.709288,-0.009432,0.513652,0.663043,-0.01012,0.48727,0.64576,-0.00788,0.443538,0.633173,-0.008571,0.543446,0.631223,-0.003007,0.546111,0.602072,0.014587,0.54665,0.633214,0.02691,0.543586,0.645164,0.006419,0.577051,0.61929,-0.003649,0.581488,0.599365,0.01927,0.577538,0.624736,0.021197,0.583256,0.634254,0.007097,0.602413,0.630301,-0.002916,0.609036,0.611007,0.015004,0.605428,0.631695,0.020902,0.605959,0.642037,0.01394,0.636034,0.649333,-0.002525,0.644815,0.616438,0.009827,0.638604,0.65774,0.026157,0.64142,0.666466,0.016016,-0.000834,0.002757,0.000536,0.002089,0.001754,0.005769,0.005378,-0.001258,0.006295,-0.003716,-0.000842,0.002139,-0.005888,-0.002824,-0.001413,0.004183,0.001769,0.00409,-0.000681,0.001615,0.006266,-0.000759,-0.001535,0.001146,0.001925,0.00054,-0.000388,-0.000951,-0.001411,-0.001263,0.002158,-0.003717,0.004973,-0.006673,-0.002615,-0.008143,-0.005882,-0.001637,-0.005708,-0.000597,-0.00183,0.004369,-0.002826,-0.000945,0.003736,0.004183,-0.004088,0.006272,-7.6e-05,0.000762,-0.00207,0.002595,-0.002208,-0.000731,0.003329,-0.002243,-0.003871,0.000361,-0.008429,0.003764,-0.003441,-0.002997,-0.001275
SORRY,0.545217,0.729564,-0.006356,0.501257,0.685808,0.00527,0.484748,0.6542,0.001431,0.450111,0.628094,-8.9e-05,0.417669,0.613056,-0.000358,0.520205,0.605395,-0.003036,0.517173,0.591714,0.02464,0.510602,0.611554,0.030252,0.52135,0.625154,0.024115,0.543421,0.58922,-0.000771,0.547102,0.573904,0.020072,0.546925,0.603419,0.032626,0.549423,0.621192,0.014176,0.576758,0.603475,-0.002553,0.579047,0.582276,0.016455,0.578716,0.619862,0.032041,0.576802,0.626335,0.029583,0.603715,0.624451,-0.00415,0.604627,0.600843,0.021252,0.611602,0.631405,0.028376,0.607072,0.648449,0.027257,0.001655,-0.001056,0.00264,-0.002083,-0.002606,-0.00204,-0.003715,-0.003038,3.1e-05,-0.00169,-0.008585,0.002003,0.004088,-0.004464,0.001728,-0.000593,0.004652,-0.001699,-0.003827,-0.003805,0.002506,0.005919,-0.00817,-0.000548,0.010739,-0.004891,-0.003255,0.000492,0.00259,0.001285,0.001609,-0.006838,0.00665,0.003181,0.001714,-0.001748,0.001296,-4e-05,0.003722,-0.001197,0.000597,0.004161,-0.002077,-0.000657,-0.009345,-0.002454,-0.00044,-0.004627,-0.001044,0.001545,0.005004,-0.001602,-0.002196,0.004851,-0.006055,8.6e-05,-0.004994,-0.005348,-0.00398,-0.002304,0.006236,0.003558,0.002956
SORRY,0.571105,0.738485,-0.011342,0.528807,0.702971,-0.016337,0.504003,0.66365,-0.018613,0.481642,0.634749,-0.011486,0.433671,0.629342,-0.014418,0.540505,0.62308,-0.01946,0.541152,0.604229,0.004344,0.532144,0.627839,0.01817,0.536493,0.642726,0.008099,0.567761,0.608198,-0.011054,0.567084,0.597969,0.008397,0.571784,0.623354,0.017123,0.569295,0.623117,0.004959,0.598738,0.627363,-0.019363,0.603792,0.600963,0.01067,0.603583,0.627153,0.017086,0.617957,0.642539,0.009554,0.627194,0.639525,-0.014891,0.637282,0.619357,0.02215,0.641488,0.648694,0.014589,0.635355,0.66058,0.006025,-0.010503,-4.6e-05,-0.006156,0.007223,0.001752,-0.00124,-0.002938,0.00458,0.001171,0.006927,-0.005306,-0.003568,0.001025,0.0041,0.005731,0.000279,0.00294,0.010127,0.005224,-0.00129,0.001366,-0.000173,-0.009823,0.003655,-0.001438,-0.00219,0.004966,-0.002408,0.000603,-0.001374,0.002913,-0.006179,0.005241,0.002915,-0.006392,0.000506,0.001123,-0.005284,-0.005499,0.000273,0.001302,-0.000545,0.003822,-0.005283,0.002906,-8e-06,-0.00053,0.005636,-0.001186,-0.003332,0.001546,-0.00023,-0.009468,-0.001034,-0.000937,0.002648,0.001688,0.000352,0.005505,-0.008368,-0.004389,0.001528,0.002376
SORRY,0.539672,0.723755,0.005768,0.507003,0.690882,0.010148,0.482197,0.635503,0.006348,0.450789,0.62012,0.002997,0.413468,0.615505,0.006797,0.510203,0.60938,0.004717,0.513971,0.576109,0.019622,0.515177,0.608402,0.034758,0.513116,0.615917,0.021846,0.541349,0.595878,0.007611,0.54108,0.56317,0.02595,0.55095,0.598138,0.027794,0.547512,0.613744,0.024837,0.573051,0.606862,0.008986,0.570388,0.586395,0.024868,0.567083,0.616201,0.033383,0.578817,0.624961,0.019545,0.607084,0.615242,0.0025,0.606982,0.609286,0.019153,0.606103,0.632883,0.035205,0.604015,0.637386,0.024931,0.004033,0.00131,-0.002433,-0.000734,0.006146,0.001634,0.002205,-0.000172,-0.002395,0.002767,0.005312,-0.002534,-0.003045,0.00622,0.000762,0.006949,-0.009452,0.001822,-0.006574,-0.000207,0.002123,0.000177,-0.000676,-0.013665,-0.001809,0.007104,0.001904,-0.000809,-0.002571,-0.004654,-0.000376,0.004589,0.000668,-0.003085,-0.005764,-0.005002,0.000527,-0.001537,0.001605,-0.011161,-0.002108,-0.006208,0.002175,0.000298,-0.004152,-0.001287,-0.004785,0.001586,-0.003634,0.001744,0.007917,-0.000261,0.000422,0.001575,0.002031,0.004855,-0.005103,0.003687,0.001964,-0.000532,0.004229,-0.006913,-0.000904
SORRY,0.559873,0.733464,0.007484,0.529099,0.695744,0.00549,0.508948,0.659327,0.0049,0.484634,0.636414,0.005496,0.441697,0.630947,0.007325,0.537453,0.624373,0.012055,0.535663,0.602954,0.02978,0.531746,0.626348,0.032827,0.532291,0.639797,0.024267,0.566129,0.603958,0.004321,0.566644,0.588932,0.026831,0.566367,0.62258,0.039273,0.558005,0.639501,0.024973,0.600002,0.614872,0.007139,0.595011,0.595572,0.016692,0.596929,0.631818,0.032781,0.601696,0.636834,0.02151,0.621467,0.647359,0.008126,0.622376,0.623824,0.028796,0.633752,0.642926,0.039037,0.632297,0.661782,0.021827,-0.004809,0.00129,-0.004315,-0.003008,-0.003037,-0.004027,0.002687,-0.002647,-0.006648,-0.005414,0.005879,-0.002673,-0.0017,0.002046,-0.003742,0.002031,-0.001711,-0.005427,0.005758,0.003199,-0.002144,0.000838,-0.005735,0.004131,0.004208,0.008303,0.000811,0.004444,0.000573,0.01027,0.004918,0.000489,0.003507,0.004247,0.004264,-0.005567,0.006898,-0.001929,0.006533,0.01192,-0.000219,-0.003119,0.006496,-0.008242,-0.000607,0.003118,0.002978,0.001228,0.00421,-0.005311,0.002095,0.001357,-0.003502,-0.004035,0.001851,-0.005488,-0.004802,-0.011039,0.002679,0.002709,-0.000363,0.003581,0.002069
